2019-12-08T14:00:45.000Z, Authentication Failure, User438
2019-12-18T16:49:57.000Z, Logout, User444
2019-12-18T16:50:25.000Z, Logout, User157
2019-12-18T16:50:57.000Z, Login, User281
2019-12-18T16:51:02.000Z, Login, User397
2019-12-18T16:51:18.000Z, Process Start, User281
2019-12-18T16:51:26.000Z, Logout, User317
2019-12-18T16:51:27.000Z, Login, User39
2019-12-18T16:51:59.000Z, Logout, User434
2019-12-18T16:52:04.000Z, Login, User151
2019-12-18T16:52:27.000Z, Process Start, User252
2019-12-18T16:52:27.000Z, Process Start, User331
2019-12-18T16:52:45.000Z, Logout, User310
2019-12-18T16:52:52.000Z, Logout, User331
2019-12-18T16:52:58.000Z, Process Start, User250
2019-12-18T16:53:07.000Z, Login, User156
2019-12-18T16:53:11.000Z, Login, User101
2019-12-18T16:53:21.000Z, Process Start, User123
2019-12-18T16:53:21.000Z, Logout, User151
2019-12-18T16:53:39.000Z, Process Start, User123
2019-12-18T16:54:11.000Z, Authentication Failure, User496
2019-12-18T16:54:22.000Z, Login, User401
2019-12-18T16:54:26.000Z, Logout, User101
2019-12-18T16:55:08.000Z, Logout, User397
2019-12-18T16:55:22.000Z, Login, User270
2019-12-18T16:55:27.000Z, Logout, User123
2019-12-18T16:55:49.000Z, Logout, User252
2019-12-18T16:55:57.000Z, Authentication Failure, User119
2019-12-18T16:55:57.000Z, Logout, User156
2019-12-18T16:56:10.000Z, Logout, User250
2019-12-18T16:56:28.000Z, Process Start, User281
2019-12-18T16:56:36.000Z, Authentication Failure, User265
2019-12-18T16:57:09.000Z, Login, User4
2019-12-18T16:57:35.000Z, Process Start, User281
2019-12-18T16:57:58.000Z, Authentication Failure, User410
2019-12-18T16:57:59.000Z, Authentication Failure, User101
2019-12-18T16:58:05.000Z, Login, User33
2019-12-18T16:58:32.000Z, Process Start, User39
2019-12-18T16:58:40.000Z, Login, User252
2019-12-18T16:58:55.000Z, Process Start, User193
2019-12-18T16:58:58.000Z, Login, User123
2019-12-18T16:59:00.000Z, Logout, User252
2019-12-18T16:59:05.000Z, Logout, User33
2019-12-18T16:59:19.000Z, Logout, User39
2019-12-18T16:59:29.000Z, Login, User95
2019-12-18T17:00:15.000Z, Process Start, User4
2019-12-18T17:00:45.000Z, Process Start, User95
2019-12-18T17:00:48.000Z, Login, User261
2019-12-18T17:00:57.000Z, Logout, User261
2019-12-18T17:01:01.000Z, Process Start, User123
2019-12-18T17:01:02.000Z, Logout, User281
2019-12-18T17:01:02.000Z, Login, User319
2019-12-18T17:01:51.000Z, Login, User230
2019-12-18T17:01:54.000Z, Process Start, User123
2019-12-18T17:01:54.000Z, Logout, User319
2019-12-18T17:02:15.000Z, Login, User316
2019-12-18T17:02:25.000Z, Login, User473
2019-12-18T17:02:32.000Z, Login, User402
2019-12-18T17:02:36.000Z, Login, User173
2019-12-18T17:02:43.000Z, Process Start, User193
2019-12-18T17:02:45.000Z, Login, User106
2019-12-18T17:02:49.000Z, Login, User169
2019-12-18T17:02:56.000Z, Login, User371
2019-12-18T17:02:57.000Z, Logout, User371
2019-12-18T17:03:06.000Z, Logout, User123
2019-12-18T17:03:17.000Z, Process Start, User193
2019-12-18T17:03:25.000Z, Logout, User4
2019-12-18T17:03:44.000Z, Login, User489
2019-12-18T17:04:18.000Z, Process Start, User473
2019-12-18T17:04:19.000Z, Logout, User106
2019-12-18T17:04:32.000Z, Logout, User169
2019-12-18T17:04:35.000Z, Login, User341
2019-12-18T17:04:51.000Z, Login, User365
2019-12-18T17:05:11.000Z, Process Start, User95
2019-12-18T17:05:26.000Z, Authentication Failure, User21
2019-12-18T17:05:36.000Z, Logout, User193
2019-12-18T17:05:41.000Z, Logout, User230
2019-12-18T17:05:59.000Z, Logout, User489
2019-12-18T17:06:11.000Z, Logout, User270
2019-12-18T17:06:15.000Z, Process Start, User173
2019-12-18T17:06:23.000Z, Authentication Failure, User353
2019-12-18T17:06:53.000Z, Logout, User401
2019-12-18T17:07:03.000Z, Login, User194
2019-12-18T17:07:28.000Z, Logout, User95
2019-12-18T17:08:01.000Z, Login, User19
2019-12-18T17:08:56.000Z, Logout, User316
2019-12-18T17:09:01.000Z, Process Start, User402
2019-12-18T17:09:21.000Z, Login, User157
2019-12-18T17:09:32.000Z, Process Start, User365
2019-12-18T17:09:57.000Z, Logout, User473
2019-12-18T17:10:13.000Z, Login, User150
2019-12-18T17:10:32.000Z, Logout, User150
2019-12-18T17:10:46.000Z, Login, User237
2019-12-18T17:10:59.000Z, Logout, User341
2019-12-18T17:11:10.000Z, Login, User27
2019-12-18T17:11:21.000Z, Process Start, User402
2019-12-18T17:11:29.000Z, Login, User171
2019-12-18T17:12:04.000Z, Process Start, User173
2019-12-18T17:12:12.000Z, Login, User11
2019-12-18T17:12:15.000Z, Process Start, User27
2019-12-18T17:12:17.000Z, Login, User396
2019-12-18T17:12:24.000Z, Logout, User365
2019-12-18T17:12:27.000Z, Process Start, User171
2019-12-18T17:12:44.000Z, Process Start, User194
2019-12-18T17:13:24.000Z, Logout, User396
2019-12-18T17:14:13.000Z, Login, User65
2019-12-18T17:14:22.000Z, Process Start, User11
2019-12-18T17:14:30.000Z, Login, User461
2019-12-18T17:15:00.000Z, Login, User386
2019-12-18T17:15:39.000Z, Process Start, User173
2019-12-18T17:16:07.000Z, Login, User137
2019-12-18T17:16:16.000Z, Process Start, User11
2019-12-18T17:16:22.000Z, Logout, User11
2019-12-18T17:16:23.000Z, Login, User200
2019-12-18T17:16:27.000Z, Login, User447
2019-12-18T17:16:59.000Z, Logout, User194
2019-12-18T17:17:06.000Z, Login, User290
2019-12-18T17:17:11.000Z, Logout, User402
2019-12-18T17:17:14.000Z, Login, User316
2019-12-18T17:17:19.000Z, Login, User457
2019-12-18T17:17:29.000Z, Process Start, User137
2019-12-18T17:17:42.000Z, Process Start, User19
2019-12-18T17:17:46.000Z, Logout, User457
2019-12-18T17:17:49.000Z, Login, User309
2019-12-18T17:17:56.000Z, Logout, User137
2019-12-18T17:18:12.000Z, Login, User21
2019-12-18T17:18:29.000Z, Authentication Failure, User415
2019-12-18T17:18:37.000Z, Login, User406
2019-12-18T17:18:48.000Z, Logout, User157
2019-12-18T17:18:51.000Z, Login, User273
2019-12-18T17:18:56.000Z, Process Start, User173
2019-12-18T17:18:57.000Z, Logout, User386
2019-12-18T17:19:02.000Z, Login, User497
2019-12-18T17:19:04.000Z, Login, User419
2019-12-18T17:19:05.000Z, Process Start, User237
2019-12-18T17:19:06.000Z, Login, User399
2019-12-18T17:19:25.000Z, Login, User134
2019-12-18T17:19:26.000Z, Login, User337
2019-12-18T17:19:31.000Z, Login, User335
2019-12-18T17:19:32.000Z, Logout, User447
2019-12-18T17:19:42.000Z, Login, User401
2019-12-18T17:19:47.000Z, Process Start, User273
2019-12-18T17:20:31.000Z, Process Start, User335
2019-12-18T17:20:35.000Z, Process Start, User134
2019-12-18T17:20:44.000Z, Logout, User200
2019-12-18T17:21:00.000Z, Process Start, User171
2019-12-18T17:21:01.000Z, Logout, User399
2019-12-18T17:21:10.000Z, Authentication Failure, User29
2019-12-18T17:21:25.000Z, Logout, User19
2019-12-18T17:21:28.000Z, Logout, User21
2019-12-18T17:21:45.000Z, Authentication Failure, User142
2019-12-18T17:21:46.000Z, Authentication Failure, User70
2019-12-18T17:22:02.000Z, Process Start, User461
2019-12-18T17:22:05.000Z, Process Start, User406
2019-12-18T17:22:18.000Z, Logout, User406
2019-12-18T17:22:32.000Z, Process Start, User316
2019-12-18T17:22:45.000Z, Logout, User134
2019-12-18T17:22:48.000Z, Login, User14
2019-12-18T17:23:10.000Z, Process Start, User273
2019-12-18T17:23:17.000Z, Process Start, User497
2019-12-18T17:23:30.000Z, Process Start, User27
2019-12-18T17:23:31.000Z, Login, User304
2019-12-18T17:23:43.000Z, Logout, User171
2019-12-18T17:23:45.000Z, Login, User147
2019-12-18T17:23:50.000Z, Logout, User147
2019-12-18T17:23:59.000Z, Process Start, User65
2019-12-18T17:23:59.000Z, Logout, User290
2019-12-18T17:23:59.000Z, Process Start, User337
2019-12-18T17:24:28.000Z, Process Start, User237
2019-12-18T17:24:55.000Z, Login, User178
2019-12-18T17:25:03.000Z, Process Start, User237
2019-12-18T17:25:06.000Z, Logout, User273
2019-12-18T17:25:26.000Z, Login, User387
2019-12-18T17:25:30.000Z, Logout, User497
2019-12-18T17:25:47.000Z, Process Start, User27
2019-12-18T17:26:10.000Z, Authentication Failure, User393
2019-12-18T17:26:35.000Z, Logout, User237
2019-12-18T17:26:39.000Z, Logout, User419
2019-12-18T17:26:44.000Z, Process Start, User65
2019-12-18T17:26:49.000Z, Logout, User337
2019-12-18T17:27:17.000Z, Process Start, User387
2019-12-18T17:27:53.000Z, Login, User237
2019-12-18T17:27:57.000Z, Logout, User461
2019-12-18T17:28:03.000Z, Process Start, User178
2019-12-18T17:28:23.000Z, Process Start, User309
2019-12-18T17:28:26.000Z, Logout, User14
2019-12-18T17:28:43.000Z, Process Start, User27
2019-12-18T17:28:56.000Z, Login, User353
2019-12-18T17:28:57.000Z, Logout, User27
2019-12-18T17:29:00.000Z, Login, User50
2019-12-18T17:29:02.000Z, Logout, User387
2019-12-18T17:29:20.000Z, Login, User137
2019-12-18T17:29:33.000Z, Logout, User237
2019-12-18T17:29:50.000Z, Logout, User401
2019-12-18T17:30:00.000Z, Logout, User178
2019-12-18T17:31:00.000Z, Logout, User137
2019-12-18T17:31:22.000Z, Logout, User173
2019-12-18T17:31:26.000Z, Login, User343
2019-12-18T17:31:45.000Z, Process Start, User316
2019-12-18T17:31:52.000Z, Process Start, User343
2019-12-18T17:31:53.000Z, Logout, User316
2019-12-18T17:31:57.000Z, Logout, User304
2019-12-18T17:32:11.000Z, Logout, User50
2019-12-18T17:32:18.000Z, Login, User171
2019-12-18T17:32:33.000Z, Process Start, User309
2019-12-18T17:32:53.000Z, Login, User39
2019-12-18T17:33:01.000Z, Process Start, User309
2019-12-18T17:33:07.000Z, Logout, User335
2019-12-18T17:33:08.000Z, Logout, User39
2019-12-18T17:33:14.000Z, Login, User324
2019-12-18T17:33:23.000Z, Process Start, User309
2019-12-18T17:33:41.000Z, Logout, User171
2019-12-18T17:33:41.000Z, Login, User302
2019-12-18T17:33:41.000Z, Process Start, User353
2019-12-18T17:33:59.000Z, Process Start, User302
2019-12-18T17:34:10.000Z, Authentication Failure, User258
2019-12-18T17:35:59.000Z, Logout, User343
2019-12-18T17:36:12.000Z, Process Start, User309
2019-12-18T17:36:17.000Z, Authentication Failure, User39
2019-12-18T17:36:36.000Z, Login, User344
2019-12-18T17:36:37.000Z, Logout, User309
2019-12-18T17:36:53.000Z, Logout, User65
2019-12-18T17:36:53.000Z, Login, User149
2019-12-18T17:38:31.000Z, Process Start, User302
2019-12-18T17:38:34.000Z, Logout, User344
2019-12-18T17:39:33.000Z, Login, User25
2019-12-18T17:40:22.000Z, Logout, User25
2019-12-18T17:41:39.000Z, Login, User221
2019-12-18T17:41:42.000Z, Logout, User302
2019-12-18T17:42:00.000Z, Logout, User221
2019-12-18T17:43:27.000Z, Authentication Failure, User101
2019-12-18T17:43:47.000Z, Process Start, User353
2019-12-18T17:44:12.000Z, Login, User78
2019-12-18T17:44:48.000Z, Login, User261
2019-12-18T17:45:06.000Z, Login, User202
2019-12-18T17:46:11.000Z, Login, User138
2019-12-18T17:46:41.000Z, Process Start, User324
2019-12-18T17:47:13.000Z, Process Start, User353
2019-12-18T17:47:22.000Z, Login, User361
2019-12-18T17:47:32.000Z, Login, User301
2019-12-18T17:47:40.000Z, Authentication Failure, User264
2019-12-18T17:48:06.000Z, Process Start, User353
2019-12-18T17:48:08.000Z, Logout, User202
2019-12-18T17:48:31.000Z, Process Start, User361
2019-12-18T17:48:39.000Z, Process Start, User353
2019-12-18T17:49:00.000Z, Logout, User138
2019-12-18T17:49:25.000Z, Login, User164
2019-12-18T17:49:30.000Z, Process Start, User164
2019-12-18T17:49:30.000Z, Logout, User324
2019-12-18T17:49:33.000Z, Login, User492
2019-12-18T17:50:04.000Z, Login, User14
2019-12-18T17:50:08.000Z, Login, User25
2019-12-18T17:50:23.000Z, Login, User284
2019-12-18T17:50:25.000Z, Process Start, User284
2019-12-18T17:50:40.000Z, Logout, User25
2019-12-18T17:51:04.000Z, Login, User375
2019-12-18T17:51:10.000Z, Authentication Failure, User399
2019-12-18T17:51:53.000Z, Process Start, User301
2019-12-18T17:52:31.000Z, Logout, User361
2019-12-18T17:52:37.000Z, Process Start, User353
2019-12-18T17:52:37.000Z, Logout, User492
2019-12-18T17:52:49.000Z, Process Start, User261
2019-12-18T17:52:59.000Z, Login, User323
2019-12-18T17:53:11.000Z, Logout, User14
2019-12-18T17:53:39.000Z, Logout, User353
2019-12-18T17:53:56.000Z, Logout, User149
2019-12-18T17:54:03.000Z, Login, User219
2019-12-18T17:54:45.000Z, Login, User23
2019-12-18T17:54:54.000Z, Login, User430
2019-12-18T17:55:03.000Z, Logout, User164
2019-12-18T17:55:49.000Z, Authentication Failure, User67
2019-12-18T17:55:53.000Z, Logout, User430
2019-12-18T17:56:11.000Z, Process Start, User78
2019-12-18T17:56:16.000Z, Login, User426
2019-12-18T17:56:26.000Z, Logout, User284
2019-12-18T17:56:50.000Z, Authentication Failure, User200
2019-12-18T17:56:51.000Z, Login, User50
2019-12-18T17:57:20.000Z, Process Start, User219
2019-12-18T17:57:28.000Z, Process Start, User301
2019-12-18T17:57:45.000Z, Login, User24
2019-12-18T17:58:32.000Z, Process Start, User323
2019-12-18T17:58:51.000Z, Login, User188
2019-12-18T17:59:29.000Z, Login, User63
2019-12-18T17:59:48.000Z, Logout, User23
2019-12-18T18:00:23.000Z, Process Start, User323
2019-12-18T18:00:26.000Z, Authentication Failure, User67
2019-12-18T18:00:30.000Z, Login, User302
2019-12-18T18:00:37.000Z, Logout, User50
2019-12-18T18:00:48.000Z, Login, User459
2019-12-18T18:01:01.000Z, Login, User88
2019-12-18T18:01:15.000Z, Process Start, User78
2019-12-18T18:01:19.000Z, Logout, User426
2019-12-18T18:01:33.000Z, Logout, User302
2019-12-18T18:01:34.000Z, Logout, User375
2019-12-18T18:01:47.000Z, Login, User39
2019-12-18T18:01:52.000Z, Logout, User88
2019-12-18T18:03:11.000Z, Process Start, User39
2019-12-18T18:03:12.000Z, Process Start, User219
2019-12-18T18:03:14.000Z, Process Start, User24
2019-12-18T18:03:27.000Z, Login, User375
2019-12-18T18:03:29.000Z, Process Start, User261
2019-12-18T18:04:12.000Z, Logout, User188
2019-12-18T18:04:16.000Z, Process Start, User261
2019-12-18T18:04:29.000Z, Logout, User219
2019-12-18T18:04:30.000Z, Logout, User39
2019-12-18T18:04:47.000Z, Logout, User24
2019-12-18T18:04:55.000Z, Process Start, User63
2019-12-18T18:04:57.000Z, Login, User19
2019-12-18T18:05:06.000Z, Logout, User459
2019-12-18T18:05:20.000Z, Login, User123
2019-12-18T18:05:23.000Z, Process Start, User19
2019-12-18T18:05:32.000Z, Logout, User261
2019-12-18T18:05:35.000Z, Logout, User78
2019-12-18T18:05:47.000Z, Process Start, User301
2019-12-18T18:05:57.000Z, Login, User346
2019-12-18T18:06:06.000Z, Login, User86
2019-12-18T18:06:08.000Z, Login, User212
2019-12-18T18:06:18.000Z, Process Start, User375
2019-12-18T18:06:20.000Z, Process Start, User123
2019-12-18T18:06:21.000Z, Authentication Failure, User250
2019-12-18T18:06:51.000Z, Login, User137
2019-12-18T18:07:14.000Z, Process Start, User346
2019-12-18T18:07:42.000Z, Process Start, User63
2019-12-18T18:07:54.000Z, Login, User39
2019-12-18T18:08:07.000Z, Process Start, User212
2019-12-18T18:08:20.000Z, Process Start, User123
2019-12-18T18:08:37.000Z, Process Start, User123
2019-12-18T18:09:01.000Z, Login, User222
2019-12-18T18:09:01.000Z, Login, User265
2019-12-18T18:09:10.000Z, Process Start, User375
2019-12-18T18:09:22.000Z, Process Start, User346
2019-12-18T18:09:25.000Z, Logout, User323
2019-12-18T18:09:38.000Z, Login, User49
2019-12-18T18:09:42.000Z, Authentication Failure, User341
2019-12-18T18:09:59.000Z, Authentication Failure, User165
2019-12-18T18:10:15.000Z, Process Start, User63
2019-12-18T18:10:17.000Z, Process Start, User212
2019-12-18T18:10:25.000Z, Login, User334
2019-12-18T18:10:45.000Z, Login, User202
2019-12-18T18:10:54.000Z, Logout, User19
2019-12-18T18:10:54.000Z, Process Start, User63
2019-12-18T18:11:01.000Z, Logout, User202
2019-12-18T18:11:03.000Z, Login, User337
2019-12-18T18:11:06.000Z, Process Start, User265
2019-12-18T18:11:15.000Z, Authentication Failure, User459
2019-12-18T18:11:28.000Z, Login, User88
2019-12-18T18:11:30.000Z, Logout, User39
2019-12-18T18:11:32.000Z, Process Start, User123
2019-12-18T18:11:33.000Z, Login, User345
2019-12-18T18:11:39.000Z, Logout, User212
2019-12-18T18:11:45.000Z, Process Start, User88
2019-12-18T18:12:40.000Z, Logout, User265
2019-12-18T18:12:59.000Z, Process Start, User49
2019-12-18T18:13:02.000Z, Login, User82
2019-12-18T18:13:05.000Z, Logout, User222
2019-12-18T18:13:16.000Z, Process Start, User86
2019-12-18T18:13:22.000Z, Process Start, User82
2019-12-18T18:13:42.000Z, Logout, User49
2019-12-18T18:13:44.000Z, Process Start, User88
2019-12-18T18:13:44.000Z, Process Start, User337
2019-12-18T18:13:48.000Z, Process Start, User86
2019-12-18T18:13:57.000Z, Logout, User345
2019-12-18T18:14:22.000Z, Logout, User63
2019-12-18T18:14:22.000Z, Process Start, User123
2019-12-18T18:14:33.000Z, Login, User193
2019-12-18T18:14:38.000Z, Login, User112
2019-12-18T18:14:49.000Z, Logout, User301
2019-12-18T18:15:04.000Z, Logout, User88
2019-12-18T18:15:25.000Z, Logout, User337
2019-12-18T18:15:58.000Z, Logout, User193
2019-12-18T18:16:12.000Z, Authentication Failure, User449
2019-12-18T18:16:22.000Z, Login, User300
2019-12-18T18:16:33.000Z, Process Start, User300
2019-12-18T18:17:18.000Z, Logout, User86
2019-12-18T18:17:38.000Z, Process Start, User82
2019-12-18T18:18:20.000Z, Logout, User123
2019-12-18T18:18:23.000Z, Login, User338
2019-12-18T18:18:24.000Z, Login, User417
2019-12-18T18:18:49.000Z, Logout, User137
2019-12-18T18:19:15.000Z, Logout, User417
2019-12-18T18:19:43.000Z, Logout, User338
2019-12-18T18:20:28.000Z, Logout, User346
2019-12-18T18:20:29.000Z, Process Start, User300
2019-12-18T18:21:08.000Z, Authentication Failure, User261
2019-12-18T18:21:37.000Z, Login, User24
2019-12-18T18:21:39.000Z, Login, User338
2019-12-18T18:21:47.000Z, Process Start, User82
2019-12-18T18:22:22.000Z, Login, User67
2019-12-18T18:22:41.000Z, Process Start, User375
2019-12-18T18:23:08.000Z, Process Start, User82
2019-12-18T18:23:34.000Z, Logout, User334
2019-12-18T18:23:39.000Z, Logout, User24
2019-12-18T18:24:54.000Z, Login, User423
2019-12-18T18:25:05.000Z, Process Start, User82
2019-12-18T18:25:34.000Z, Login, User26
2019-12-18T18:25:43.000Z, Login, User345
2019-12-18T18:25:50.000Z, Process Start, User82
2019-12-18T18:26:01.000Z, Logout, User423
2019-12-18T18:26:29.000Z, Process Start, User67
2019-12-18T18:26:32.000Z, Logout, User300
2019-12-18T18:27:05.000Z, Logout, User67
2019-12-18T18:27:18.000Z, Login, User25
2019-12-18T18:27:40.000Z, Login, User393
2019-12-18T18:27:47.000Z, Login, User281
2019-12-18T18:28:14.000Z, Login, User232
2019-12-18T18:28:17.000Z, Logout, User25
2019-12-18T18:28:21.000Z, Logout, User393
2019-12-18T18:28:33.000Z, Process Start, User281
2019-12-18T18:28:54.000Z, Login, User340
2019-12-18T18:29:05.000Z, Logout, User345
2019-12-18T18:29:16.000Z, Process Start, User26
2019-12-18T18:29:25.000Z, Process Start, User281
2019-12-18T18:30:05.000Z, Process Start, User281
2019-12-18T18:30:25.000Z, Login, User253
2019-12-18T18:30:29.000Z, Login, User36
2019-12-18T18:30:41.000Z, Logout, User26
2019-12-18T18:31:03.000Z, Logout, User82
2019-12-18T18:31:12.000Z, Login, User28
2019-12-18T18:31:16.000Z, Logout, User28
2019-12-18T18:31:21.000Z, Process Start, User375
2019-12-18T18:31:38.000Z, Process Start, User338
2019-12-18T18:31:41.000Z, Login, User476
2019-12-18T18:32:01.000Z, Login, User378
2019-12-18T18:32:03.000Z, Process Start, User36
2019-12-18T18:32:13.000Z, Authentication Failure, User346
2019-12-18T18:32:18.000Z, Process Start, User378
2019-12-18T18:32:20.000Z, Process Start, User281
2019-12-18T18:32:39.000Z, Logout, User112
2019-12-18T18:32:59.000Z, Login, User88
2019-12-18T18:33:06.000Z, Logout, User281
2019-12-18T18:33:29.000Z, Logout, User253
2019-12-18T18:33:30.000Z, Process Start, User88
2019-12-18T18:33:56.000Z, Authentication Failure, User29
2019-12-18T18:34:37.000Z, Logout, User88
2019-12-18T18:34:58.000Z, Logout, User476
2019-12-18T18:35:19.000Z, Logout, User36
2019-12-18T18:36:02.000Z, Login, User101
2019-12-18T18:36:18.000Z, Logout, User375
2019-12-18T18:36:37.000Z, Process Start, User378
2019-12-18T18:36:58.000Z, Process Start, User232
2019-12-18T18:37:08.000Z, Logout, User101
2019-12-18T18:37:23.000Z, Login, User123
2019-12-18T18:37:29.000Z, Login, User24
2019-12-18T18:37:38.000Z, Logout, User338
2019-12-18T18:38:38.000Z, Login, User489
2019-12-18T18:38:41.000Z, Logout, User123
2019-12-18T18:39:09.000Z, Logout, User489
2019-12-18T18:39:30.000Z, Login, User313
2019-12-18T18:39:46.000Z, Login, User323
2019-12-18T18:39:55.000Z, Logout, User24
2019-12-18T18:40:08.000Z, Logout, User378
2019-12-18T18:40:12.000Z, Login, User281
2019-12-18T18:40:47.000Z, Logout, User340
2019-12-18T18:41:11.000Z, Process Start, User281
2019-12-18T18:41:11.000Z, Logout, User323
2019-12-18T18:41:54.000Z, Login, User426
2019-12-18T18:42:06.000Z, Process Start, User426
2019-12-18T18:43:14.000Z, Login, User282
2019-12-18T18:43:26.000Z, Logout, User232
2019-12-18T18:43:47.000Z, Login, User199
2019-12-18T18:44:25.000Z, Login, User27
2019-12-18T18:45:14.000Z, Login, User461
2019-12-18T18:46:21.000Z, Process Start, User281
2019-12-18T18:46:37.000Z, Process Start, User27
2019-12-18T18:47:03.000Z, Process Start, User313
2019-12-18T18:47:34.000Z, Logout, User281
2019-12-18T18:47:58.000Z, Login, User70
2019-12-18T18:48:00.000Z, Process Start, User199
2019-12-18T18:48:17.000Z, Process Start, User426
2019-12-18T18:50:12.000Z, Logout, User70
2019-12-18T18:50:52.000Z, Process Start, User426
2019-12-18T18:51:03.000Z, Logout, User313
2019-12-18T18:51:05.000Z, Login, User102
2019-12-18T18:51:13.000Z, Process Start, User461
2019-12-18T18:51:14.000Z, Login, User224
2019-12-18T18:51:17.000Z, Login, User281
2019-12-18T18:51:34.000Z, Process Start, User281
2019-12-18T18:51:45.000Z, Logout, User282
2019-12-18T18:51:46.000Z, Logout, User102
2019-12-18T18:52:10.000Z, Login, User124
2019-12-18T18:52:14.000Z, Process Start, User224
2019-12-18T18:52:52.000Z, Logout, User224
2019-12-18T18:54:15.000Z, Process Start, User27
2019-12-18T18:54:25.000Z, Logout, User281
2019-12-18T18:54:26.000Z, Process Start, User27
2019-12-18T18:54:55.000Z, Logout, User426
2019-12-18T18:56:02.000Z, Process Start, User124
2019-12-18T18:56:28.000Z, Logout, User124
2019-12-18T18:56:58.000Z, Login, User116
2019-12-18T18:58:35.000Z, Login, User419
2019-12-18T18:58:57.000Z, Process Start, User461
2019-12-18T19:00:31.000Z, Process Start, User27
2019-12-18T19:00:32.000Z, Process Start, User27
2019-12-18T19:00:40.000Z, Login, User73
2019-12-18T19:00:42.000Z, Login, User237
2019-12-18T19:00:50.000Z, Login, User49
2019-12-18T19:00:55.000Z, Login, User39
2019-12-18T19:01:18.000Z, Authentication Failure, User75
2019-12-18T19:01:26.000Z, Logout, User116
2019-12-18T19:02:18.000Z, Process Start, User419
2019-12-18T19:02:19.000Z, Process Start, User27
2019-12-18T19:02:24.000Z, Authentication Failure, User467
2019-12-18T19:02:55.000Z, Process Start, User461
2019-12-18T19:02:56.000Z, Process Start, User27
2019-12-18T19:03:03.000Z, Process Start, User39
2019-12-18T19:03:04.000Z, Process Start, User27
2019-12-18T19:03:15.000Z, Process Start, User27
2019-12-18T19:03:40.000Z, Logout, User419
2019-12-18T19:04:03.000Z, Process Start, User199
2019-12-18T19:04:08.000Z, Logout, User237
2019-12-18T19:04:16.000Z, Process Start, User49
2019-12-18T19:04:36.000Z, Login, User476
2019-12-18T19:04:44.000Z, Logout, User49
2019-12-18T19:05:08.000Z, Logout, User461
2019-12-18T19:05:16.000Z, Process Start, User27
2019-12-18T19:06:17.000Z, Process Start, User199
2019-12-18T19:07:45.000Z, Logout, User27
2019-12-18T19:08:20.000Z, Logout, User73
2019-12-18T19:08:46.000Z, Login, User213
2019-12-18T19:09:01.000Z, Logout, User199
2019-12-18T19:09:38.000Z, Logout, User476
2019-12-18T19:09:44.000Z, Login, User27
2019-12-18T19:10:45.000Z, Logout, User39
2019-12-18T19:11:33.000Z, Process Start, User213
2019-12-18T19:12:54.000Z, Login, User177
2019-12-18T19:13:14.000Z, Logout, User213
2019-12-18T19:13:39.000Z, Authentication Failure, User420
2019-12-18T19:13:50.000Z, Process Start, User177
2019-12-18T19:14:16.000Z, Process Start, User27
2019-12-18T19:17:59.000Z, Login, User423
2019-12-18T19:18:23.000Z, Logout, User177
2019-12-18T19:19:59.000Z, Login, User459
2019-12-18T19:20:16.000Z, Logout, User423
2019-12-18T19:20:17.000Z, Login, User489
2019-12-18T19:20:41.000Z, Logout, User459
2019-12-18T19:21:05.000Z, Logout, User489
2019-12-18T19:22:18.000Z, Process Start, User27
2019-12-18T19:25:29.000Z, Login, User67
2019-12-18T19:26:29.000Z, Login, User230
2019-12-18T19:27:06.000Z, Login, User402
2019-12-18T19:27:15.000Z, Logout, User27
2019-12-18T19:27:31.000Z, Process Start, User402
2019-12-18T19:27:54.000Z, Authentication Failure, User168
2019-12-18T19:28:40.000Z, Login, User177
2019-12-18T19:29:58.000Z, Login, User496
2019-12-18T19:30:35.000Z, Process Start, User230
2019-12-18T19:31:21.000Z, Logout, User496
2019-12-18T19:31:29.000Z, Logout, User177
2019-12-18T19:31:42.000Z, Login, User31
2019-12-18T19:32:08.000Z, Login, User86
2019-12-18T19:32:22.000Z, Authentication Failure, User282
2019-12-18T19:32:54.000Z, Process Start, User230
2019-12-18T19:33:12.000Z, Login, User418
2019-12-18T19:35:10.000Z, Login, User70
2019-12-18T19:35:24.000Z, Process Start, User31
2019-12-18T19:35:35.000Z, Authentication Failure, User116
2019-12-18T19:36:34.000Z, Logout, User230
2019-12-18T19:36:56.000Z, Login, User20
2019-12-18T19:38:07.000Z, Process Start, User418
2019-12-18T19:38:51.000Z, Process Start, User67
2019-12-18T19:39:02.000Z, Logout, User70
2019-12-18T19:39:15.000Z, Logout, User67
2019-12-18T19:39:32.000Z, Logout, User86
2019-12-18T19:39:51.000Z, Login, User459
2019-12-18T19:40:09.000Z, Logout, User459
2019-12-18T19:41:23.000Z, Login, User323
2019-12-18T19:42:11.000Z, Process Start, User31
2019-12-18T19:42:24.000Z, Process Start, User323
2019-12-18T19:43:15.000Z, Process Start, User31
2019-12-18T19:43:45.000Z, Login, User345
2019-12-18T19:43:56.000Z, Logout, User402
2019-12-18T19:44:50.000Z, Logout, User418
2019-12-18T19:44:58.000Z, Login, User460
2019-12-18T19:45:00.000Z, Process Start, User460
2019-12-18T19:46:44.000Z, Process Start, User345
2019-12-18T19:48:01.000Z, Logout, User460
2019-12-18T19:48:36.000Z, Logout, User345
